,Joint #1,Joint #2,Joint #3,Joint #4,Joint #5,Joint #6,Joint #7,Joint #8,Joint #9,Joint #10,Joint #11,Joint #12,Joint #13,Joint #14,Joint #15,Joint #16,Joint #17,Joint #18,Joint #19,Joint #20,Joint #21
Torque,-0.000990054167716539,9.017479203844891e-06,-2.073884907356554e-06,-2.628915588795474e-06,-4.2347349106106314e-05,-1.604103877936594e-06,-1.5828231758734701e-06,-2.323913543638358e-06,-0.4351995008958367,0.05674495801545897,0.00466072177741761,0.0029254226874385323,0.0005713852727843766,-0.20711504172020764,-0.003797913599376664,0.006765259423568396,0.00123086660968261,0.07554905737678924,0.001793019220186825,1.058718648098112e-05,-5.725573911120871e-06
